id,text,obfuscatedText,mechanism,level
156493,do goldfish grow,important temperature,FEA,14
156493,do goldfish grow,temperature water,FEA,14
156493,do goldfish grow,30gallons fish,FEA,14
156493,do goldfish grow,tank temperature,FEA,14
156493,do goldfish grow,bucket fish,FEA,14
156493,do goldfish grow,30gallons water,FEA,14
156493,do goldfish grow,temperature terms,FEA,14
156493,do goldfish grow,temperature thing,FEA,14
156493,do goldfish grow,live temperature,FEA,14
156493,do goldfish grow,fancy temperature,FEA,14
156493,do goldfish grow,changes temperature,FEA,14
156493,do goldfish grow,change temperature,FEA,14
156493,do goldfish grow,suddenly temperature,FEA,14
156493,do goldfish grow,fancy water,FEA,14
156493,do goldfish grow,encourage temperature,FEA,14
156493,do goldfish grow,need temperature,FEA,14
156493,do goldfish grow,fancy large,FEA,14
156493,do goldfish grow,fish temperature,FEA,14
156493,do goldfish grow,fish gallon,FEA,14
156493,do goldfish grow,require temperature,FEA,14
156493,do goldfish grow,gets temperature,FEA,14
156493,do goldfish grow,good probably,FEA,14
156493,do goldfish grow,temperature varieties,FEA,14
156493,do goldfish grow,considerably temperature,FEA,14
156493,do goldfish grow,humans temperature,FEA,14
156493,do goldfish grow,fish sono,FEA,14
156493,do goldfish grow,fish sheffield,FEA,14
156493,do goldfish grow,classified temperature,FEA,14
156493,do goldfish grow,rapid temperature,FEA,14
156493,do goldfish grow,steady temperature,FEA,14
156493,do goldfish grow,size tree,FEA,14
156493,do goldfish grow,sized tree,FEA,14
156493,do goldfish grow,fancy photo,FEA,14
156493,do goldfish grow,probably sker,FEA,14
156493,do goldfish grow,bucket gallon,FEA,14
156493,do goldfish grow,daphnia large,FEA,14
156493,do goldfish grow,bloodworms large,FEA,14
156493,do goldfish grow,30gallons large,FEA,14
156493,do goldfish grow,30gallons need,FEA,14
156493,do goldfish grow,suddenly tank,FEA,14
156493,do goldfish grow,sono water,FEA,14
156493,do goldfish grow,sheffield water,FEA,14
156493,do goldfish grow,freezing tank,FEA,14
156493,do goldfish grow,fish tank,FEA,14
156493,do goldfish grow,fish whiskey,FEA,14
156493,do goldfish grow,kept shortest,FEA,14
156493,do goldfish grow,kept outdoors,FEA,14
156493,do goldfish grow,attain kept,FEA,14
156493,do goldfish grow,kept uncommon,FEA,14
156493,do goldfish grow,bloodworms enjoy,FEA,14
1110199,what is wifi vs bluetooth,devices peertopeer,FEA,14
1110199,what is wifi vs bluetooth,peertopeer technologies,FEA,14
1110199,what is wifi vs bluetooth,headset pair,FEA,14
1110199,what is wifi vs bluetooth,pairing peertopeer,FEA,14
1110199,what is wifi vs bluetooth,blinking device,FEA,14
1110199,what is wifi vs bluetooth,device discovery,FEA,14
1110199,what is wifi vs bluetooth,device mode,FEA,14
1110199,what is wifi vs bluetooth,device led,FEA,14
1110199,what is wifi vs bluetooth,able headset,FEA,14
1110199,what is wifi vs bluetooth,headset set,FEA,14
1110199,what is wifi vs bluetooth,headset settings,FEA,14
1110199,what is wifi vs bluetooth,peertopeer setting,FEA,14
1110199,what is wifi vs bluetooth,peertopeer popular,FEA,14
1110199,what is wifi vs bluetooth,control rewind,FEA,14
1110199,what is wifi vs bluetooth,allow peertopeer,FEA,14
1110199,what is wifi vs bluetooth,eateries popular,FEA,14
1110199,what is wifi vs bluetooth,24hour popular,FEA,14
1110199,what is wifi vs bluetooth,headset play,FEA,14
1110199,what is wifi vs bluetooth,headset music,FEA,14
1110199,what is wifi vs bluetooth,headset showing,FEA,14
1110199,what is wifi vs bluetooth,headset list,FEA,14
1110199,what is wifi vs bluetooth,headset select,FEA,14
1110199,what is wifi vs bluetooth,headset help,FEA,14
1110199,what is wifi vs bluetooth,headset playing,FEA,14
1110199,what is wifi vs bluetooth,controlling headset,FEA,14
1110199,what is wifi vs bluetooth,control headset,FEA,14
1110199,what is wifi vs bluetooth,headset useful,FEA,14
1110199,what is wifi vs bluetooth,headset sound,FEA,14
1110199,what is wifi vs bluetooth,aapl ready,FEA,14
1110199,what is wifi vs bluetooth,attention rewind,FEA,14
1110199,what is wifi vs bluetooth,eateries small,FEA,14
1110199,what is wifi vs bluetooth,24hour small,FEA,14
1110199,what is wifi vs bluetooth,eateries modern,FEA,14
1110199,what is wifi vs bluetooth,24hour modern,FEA,14
1110199,what is wifi vs bluetooth,airport eateries,FEA,14
1110199,what is wifi vs bluetooth,eateries shops,FEA,14
1110199,what is wifi vs bluetooth,eateries general,FEA,14
1110199,what is wifi vs bluetooth,eateries store,FEA,14
1110199,what is wifi vs bluetooth,available eateries,FEA,14
1110199,what is wifi vs bluetooth,24hour shops,FEA,14
1110199,what is wifi vs bluetooth,24hour available,FEA,14
1110199,what is wifi vs bluetooth,peertopeer wireless,FEA,14
1110199,what is wifi vs bluetooth,directly peertopeer,FEA,14
1110199,what is wifi vs bluetooth,form peertopeer,FEA,14
1110199,what is wifi vs bluetooth,networking peertopeer,FEA,14
1110199,what is wifi vs bluetooth,peertopeer share,FEA,14
1110199,what is wifi vs bluetooth,peertopeer resources,FEA,14
1110199,what is wifi vs bluetooth,files peertopeer,FEA,14
1110199,what is wifi vs bluetooth,internet peertopeer,FEA,14
1110199,what is wifi vs bluetooth,choices peertopeer,FEA,14
1063750,why did the us volunterilay enter ww1,hit prompted,FEA,14
1063750,why did the us volunterilay enter ww1,instantly prompt,FEA,14
1063750,why did the us volunterilay enter ww1,details emc,FEA,14
1063750,why did the us volunterilay enter ww1,login payment,FEA,14
1063750,why did the us volunterilay enter ww1,details payment,FEA,14
1063750,why did the us volunterilay enter ww1,lumbee payment,FEA,14
1063750,why did the us volunterilay enter ww1,emc payment,FEA,14
1063750,why did the us volunterilay enter ww1,emc river,FEA,14
1063750,why did the us volunterilay enter ww1,create emc,FEA,14
1063750,why did the us volunterilay enter ww1,emc specify,FEA,14
1063750,why did the us volunterilay enter ww1,account emc,FEA,14
1063750,why did the us volunterilay enter ww1,approx cable,FEA,14
1063750,why did the us volunterilay enter ww1,cable max,FEA,14
1063750,why did the us volunterilay enter ww1,amps cable,FEA,14
1063750,why did the us volunterilay enter ww1,amps max,FEA,14
1063750,why did the us volunterilay enter ww1,customer submit,FEA,14
1063750,why did the us volunterilay enter ww1,customer send,FEA,14
1063750,why did the us volunterilay enter ww1,customer note,FEA,14
1063750,why did the us volunterilay enter ww1,customer secure,FEA,14
1063750,why did the us volunterilay enter ww1,availability location,FEA,14
1063750,why did the us volunterilay enter ww1,checkin view,FEA,14
1063750,why did the us volunterilay enter ww1,availability checkout,FEA,14
1063750,why did the us volunterilay enter ww1,package weight,FEA,14
1063750,why did the us volunterilay enter ww1,hotmail internet,FEA,14
1063750,why did the us volunterilay enter ww1,com hotmail,FEA,14
1063750,why did the us volunterilay enter ww1,field hotmail,FEA,14
1063750,why did the us volunterilay enter ww1,inflammation intestine,FEA,14
1063750,why did the us volunterilay enter ww1,inflammation involve,FEA,14
1063750,why did the us volunterilay enter ww1,serial warranty,FEA,14
1063750,why did the us volunterilay enter ww1,number product,FEA,14
1063750,why did the us volunterilay enter ww1,number products,FEA,14
1063750,why did the us volunterilay enter ww1,confirm instantly,FEA,14
1063750,why did the us volunterilay enter ww1,box hit,FEA,14
1063750,why did the us volunterilay enter ww1,blinking hit,FEA,14
1063750,why did the us volunterilay enter ww1,cursor hit,FEA,14
1063750,why did the us volunterilay enter ww1,box cursor,FEA,14
1063750,why did the us volunterilay enter ww1,check imei,FEA,14
1063750,why did the us volunterilay enter ww1,press prompt,FEA,14
1063750,why did the us volunterilay enter ww1,hotmail press,FEA,14
1063750,why did the us volunterilay enter ww1,command press,FEA,14
1063750,why did the us volunterilay enter ww1,colitis types,FEA,14
1063750,why did the us volunterilay enter ww1,check checkin,FEA,14
1063750,why did the us volunterilay enter ww1,inflammation types,FEA,14
1063750,why did the us volunterilay enter ww1,hit type,FEA,14
1063750,why did the us volunterilay enter ww1,availability check,FEA,14
1063750,why did the us volunterilay enter ww1,prompt type,FEA,14
1063750,why did the us volunterilay enter ww1,confirm prompt,FEA,14
1063750,why did the us volunterilay enter ww1,fix prompt,FEA,14
1063750,why did the us volunterilay enter ww1,master prompt,FEA,14
1063750,why did the us volunterilay enter ww1,command instantly,FEA,14
130510,definition declaratory judgment,"judgment"" years",FEA,14
130510,definition declaratory judgment,"judgment"" opens",FEA,14
130510,definition declaratory judgment,"collect judgment""",FEA,14
130510,definition declaratory judgment,"appear judgment""",FEA,14
130510,definition declaratory judgment,"judgment"" wait",FEA,14
130510,definition declaratory judgment,"judgment"" proof",FEA,14
130510,definition declaratory judgment,"grant judgment""",FEA,14
130510,definition declaratory judgment,"failure judgment""",FEA,14
130510,definition declaratory judgment,"""default judgment""",FEA,14
130510,definition declaratory judgment,"door judgment""",FEA,14
130510,definition declaratory judgment,"judge judgment""",FEA,14
130510,definition declaratory judgment,action preempt,FEA,14
130510,definition declaratory judgment,crtp reporting,FEA,14
130510,definition declaratory judgment,credit crtp,FEA,14
130510,definition declaratory judgment,actions dar,FEA,14
130510,definition declaratory judgment,actions unlawful,FEA,14
130510,definition declaratory judgment,defend states,FEA,14
130510,definition declaratory judgment,actions earliest,FEA,14
130510,definition declaratory judgment,relief sue,FEA,14
130510,definition declaratory judgment,government suing,FEA,14
130510,definition declaratory judgment,insurer preempt,FEA,14
130510,definition declaratory judgment,insured preempt,FEA,14
130510,definition declaratory judgment,creditors federal,FEA,14
130510,definition declaratory judgment,defend insurer,FEA,14
130510,definition declaratory judgment,defend insured,FEA,14
130510,definition declaratory judgment,civil dar,FEA,14
130510,definition declaratory judgment,defend main,FEA,14
130510,definition declaratory judgment,situations sue,FEA,14
130510,definition declaratory judgment,claim defend,FEA,14
130510,definition declaratory judgment,aside order,FEA,14
130510,definition declaratory judgment,asides order,FEA,14
130510,definition declaratory judgment,forum preempt,FEA,14
130510,definition declaratory judgment,defend,FEA,14
130510,definition declaratory judgment,canada defend,FEA,14
130510,definition declaratory judgment,defend generally,FEA,14
130510,definition declaratory judgment,defend options,FEA,14
130510,definition declaratory judgment,defend point,FEA,14
130510,definition declaratory judgment,defend unconditionally,FEA,14
130510,definition declaratory judgment,defend defend,FEA,14
130510,definition declaratory judgment,defend reservation,FEA,14
130510,definition declaratory judgment,defend rights,FEA,14
130510,definition declaratory judgment,defend seek,FEA,14
130510,definition declaratory judgment,defend duty,FEA,14
130510,definition declaratory judgment,decline defend,FEA,14
130510,definition declaratory judgment,crtp enforcement,FEA,14
130510,definition declaratory judgment,government sue,FEA,14
130510,definition declaratory judgment,damages sue,FEA,14
130510,definition declaratory judgment,appropriate sue,FEA,14
130510,definition declaratory judgment,government punitive,FEA,14
130510,definition declaratory judgment,damages government,FEA,14
489204,right pelvic pain causes,antibiotic inflammatory,FEA,14
489204,right pelvic pain causes,antibiotics inflammatory,FEA,14
489204,right pelvic pain causes,endometriosis stimulate,FEA,14
489204,right pelvic pain causes,abdominal stones,FEA,14
489204,right pelvic pain causes,abdominal stone,FEA,14
489204,right pelvic pain causes,abdominal musculoskeletal,FEA,14
489204,right pelvic pain causes,abdominal skeletal,FEA,14
489204,right pelvic pain causes,diseases endometriosis,FEA,14
489204,right pelvic pain causes,abdominal beneath,FEA,14
489204,right pelvic pain causes,drugfree years,FEA,14
489204,right pelvic pain causes,inflammatory use,FEA,14
489204,right pelvic pain causes,abdominal occurring,FEA,14
489204,right pelvic pain causes,conditions endometriosis,FEA,14
489204,right pelvic pain causes,endometriosis serve,FEA,14
