id,text,obfuscatedText,mechanism,level
156493,do goldfish grow,important temperature,FEA,16
156493,do goldfish grow,temperature water,FEA,16
156493,do goldfish grow,30gallons fish,FEA,16
156493,do goldfish grow,tank temperature,FEA,16
156493,do goldfish grow,bucket fish,FEA,16
156493,do goldfish grow,30gallons water,FEA,16
156493,do goldfish grow,temperature terms,FEA,16
156493,do goldfish grow,temperature thing,FEA,16
156493,do goldfish grow,live temperature,FEA,16
156493,do goldfish grow,fancy temperature,FEA,16
156493,do goldfish grow,changes temperature,FEA,16
156493,do goldfish grow,change temperature,FEA,16
156493,do goldfish grow,suddenly temperature,FEA,16
156493,do goldfish grow,fancy water,FEA,16
156493,do goldfish grow,encourage temperature,FEA,16
156493,do goldfish grow,need temperature,FEA,16
156493,do goldfish grow,fancy large,FEA,16
156493,do goldfish grow,fish temperature,FEA,16
156493,do goldfish grow,fish gallon,FEA,16
156493,do goldfish grow,require temperature,FEA,16
156493,do goldfish grow,gets temperature,FEA,16
156493,do goldfish grow,good probably,FEA,16
156493,do goldfish grow,temperature varieties,FEA,16
156493,do goldfish grow,considerably temperature,FEA,16
156493,do goldfish grow,humans temperature,FEA,16
156493,do goldfish grow,fish sono,FEA,16
156493,do goldfish grow,fish sheffield,FEA,16
156493,do goldfish grow,classified temperature,FEA,16
156493,do goldfish grow,rapid temperature,FEA,16
156493,do goldfish grow,steady temperature,FEA,16
156493,do goldfish grow,size tree,FEA,16
156493,do goldfish grow,sized tree,FEA,16
156493,do goldfish grow,fancy photo,FEA,16
156493,do goldfish grow,bucket gallon,FEA,16
156493,do goldfish grow,daphnia large,FEA,16
156493,do goldfish grow,bloodworms large,FEA,16
156493,do goldfish grow,30gallons large,FEA,16
156493,do goldfish grow,30gallons need,FEA,16
156493,do goldfish grow,suddenly tank,FEA,16
156493,do goldfish grow,sono water,FEA,16
156493,do goldfish grow,sheffield water,FEA,16
156493,do goldfish grow,freezing tank,FEA,16
156493,do goldfish grow,fish tank,FEA,16
156493,do goldfish grow,fish whiskey,FEA,16
156493,do goldfish grow,kept shortest,FEA,16
156493,do goldfish grow,kept outdoors,FEA,16
156493,do goldfish grow,attain kept,FEA,16
156493,do goldfish grow,kept uncommon,FEA,16
156493,do goldfish grow,bloodworms enjoy,FEA,16
156493,do goldfish grow,daphnia enjoy,FEA,16
1110199,what is wifi vs bluetooth,devices peertopeer,FEA,16
1110199,what is wifi vs bluetooth,peertopeer technologies,FEA,16
1110199,what is wifi vs bluetooth,headset pair,FEA,16
1110199,what is wifi vs bluetooth,pairing peertopeer,FEA,16
1110199,what is wifi vs bluetooth,blinking device,FEA,16
