id,text,obfuscatedText,mechanism,epsilon
301,international organized crime,ex-england organized crime,VickreyMhl,20
301,international organized crime,são instances .,VickreyMhl,20
301,international organized crime,organization organised farland,VickreyMhl,20
301,international organized crime,international organize http://www.stats.gov.cn,VickreyMhl,20
301,international organized crime,center organised killings,VickreyMhl,20
301,international organized crime,nations organized crime,VickreyMhl,20
301,international organized crime,that organised cherts,VickreyMhl,20
301,international organized crime,renown organized ever,VickreyMhl,20
301,international organized crime,"international box-shaped ,",VickreyMhl,20
301,international organized crime,but ciscar 43.52,VickreyMhl,20
301,international organized crime,international organized violence,VickreyMhl,20
301,international organized crime,airport organised murder,VickreyMhl,20
301,international organized crime,international organised crime,VickreyMhl,20
301,international organized crime,astrum d.c. ``,VickreyMhl,20
301,international organized crime,set organized crime,VickreyMhl,20
301,international organized crime,cancellation organized implicated,VickreyMhl,20
301,international organized crime,in investigations crime,VickreyMhl,20
301,international organized crime,airport organize intent,VickreyMhl,20
301,international organized crime,joint organized crime,VickreyMhl,20
301,international organized crime,at organised barrenness,VickreyMhl,20
301,international organized crime,international organized fbi,VickreyMhl,20
301,international organized crime,based disunited crime,VickreyMhl,20
301,international organized crime,uk organized crime,VickreyMhl,20
301,international organized crime,outside organised hate,VickreyMhl,20
301,international organized crime,international well crime,VickreyMhl,20
301,international organized crime,international holland criminal,VickreyMhl,20
301,international organized crime,world-renowned intimidated crimes,VickreyMhl,20
301,international organized crime,international cotillions crime,VickreyMhl,20
301,international organized crime,global organised crimes,VickreyMhl,20
301,international organized crime,international coppo crime,VickreyMhl,20
301,international organized crime,global organized arrest,VickreyMhl,20
301,international organized crime,aims organized sturmgeschütz,VickreyMhl,20
301,international organized crime,world organized dark,VickreyMhl,20
301,international organized crime,notably organized that,VickreyMhl,20
301,international organized crime,allow organized crime,VickreyMhl,20
301,international organized crime,angastiniotis j.burton immigration,VickreyMhl,20
301,international organized crime,respected giolito with,VickreyMhl,20
301,international organized crime,exchange mutya slicker,VickreyMhl,20
301,international organized crime,international organized one,VickreyMhl,20
301,international organized crime,track organized victimization,VickreyMhl,20
301,international organized crime,world organized crime,VickreyMhl,20
301,international organized crime,international reformed keppoch,VickreyMhl,20
