id,text,obfuscatedText,mechanism,level
301,International Organized Crime,collegium criminals,FEA,14
301,International Organized Crime,collegium criminal,FEA,14
301,International Organized Crime,fight uncoordinated,FEA,14
301,International Organized Crime,laws xenophobic,FEA,14
301,International Organized Crime,hodson laws,FEA,14
301,International Organized Crime,combatting fight,FEA,14
301,International Organized Crime,basta law,FEA,14
301,International Organized Crime,fight interdepartmental,FEA,14
301,International Organized Crime,commission fight,FEA,14
301,International Organized Crime,commission fighting,FEA,14
301,International Organized Crime,hodson police,FEA,14
301,International Organized Crime,basta bfn,FEA,14
301,International Organized Crime,bfn burbyga,FEA,14
301,International Organized Crime,bfn nellija,FEA,14
301,International Organized Crime,bfn locmele,FEA,14
301,International Organized Crime,bfn xenophobic,FEA,14
301,International Organized Crime,basta security,FEA,14
301,International Organized Crime,prevention said,FEA,14
301,International Organized Crime,criminals interior,FEA,14
301,International Organized Crime,criminal interior,FEA,14
301,International Organized Crime,fight nellija,FEA,14
301,International Organized Crime,fight locmele,FEA,14
301,International Organized Crime,fighting nellija,FEA,14
301,International Organized Crime,fighting locmele,FEA,14
301,International Organized Crime,fight resolve,FEA,14
301,International Organized Crime,collegium interior,FEA,14
301,International Organized Crime,basta text,FEA,14
301,International Organized Crime,basta country,FEA,14
301,International Organized Crime,basta countries,FEA,14
301,International Organized Crime,eventually fight,FEA,14
301,International Organized Crime,deemed fight,FEA,14
301,International Organized Crime,nellija text,FEA,14
301,International Organized Crime,locmele text,FEA,14
301,International Organized Crime,burbyga report,FEA,14
301,International Organized Crime,text xenophobic,FEA,14
301,International Organized Crime,accepted fight,FEA,14
301,International Organized Crime,envisioned fight,FEA,14
301,International Organized Crime,fight phenomenon,FEA,14
301,International Organized Crime,fighting introduced,FEA,14
301,International Organized Crime,definition fight,FEA,14
301,International Organized Crime,activities dealt,FEA,14
301,International Organized Crime,active dealt,FEA,14
301,International Organized Crime,basta states,FEA,14
301,International Organized Crime,fight interior,FEA,14
301,International Organized Crime,hodson thefts,FEA,14
301,International Organized Crime,xenophobic year,FEA,14
301,International Organized Crime,basta place,FEA,14
301,International Organized Crime,basta plan,FEA,14
301,International Organized Crime,fight said,FEA,14
301,International Organized Crime,office prevention,FEA,14
302,Poliomyelitis and Post-Polio,need varicella,FEA,14
302,Poliomyelitis and Post-Polio,appropriate varicella,FEA,14
302,Poliomyelitis and Post-Polio,use varicella,FEA,14
302,Poliomyelitis and Post-Polio,conjunctivitis varicella,FEA,14
302,Poliomyelitis and Post-Polio,infection med,FEA,14
302,Poliomyelitis and Post-Polio,covered varicella,FEA,14
302,Poliomyelitis and Post-Polio,infection multidrugresistant,FEA,14
302,Poliomyelitis and Post-Polio,gastroenteritis infections,FEA,14
302,Poliomyelitis and Post-Polio,gastroenteritis infection,FEA,14
302,Poliomyelitis and Post-Polio,gastroenteritis infected,FEA,14
302,Poliomyelitis and Post-Polio,exposed varicella,FEA,14
302,Poliomyelitis and Post-Polio,studies varicella,FEA,14
302,Poliomyelitis and Post-Polio,fever infections,FEA,14
302,Poliomyelitis and Post-Polio,fevers infection,FEA,14
302,Poliomyelitis and Post-Polio,fever infection,FEA,14
302,Poliomyelitis and Post-Polio,events varicella,FEA,14
