id,text,obfuscatedText,mechanism,epsilon
1030303,who is aziz hashim,chef now aziz suas,VickreyCMP,20
1030303,who is aziz hashim,whom becomes hassan hashim,VickreyCMP,20
1030303,who is aziz hashim,he is aziz hafiz,VickreyCMP,20
1030303,who is aziz hashim,who which hussein shihm,VickreyCMP,20
1030303,who is aziz hashim,spoke this aziz thaci,VickreyCMP,20
1030303,who is aziz hashim,who is monarch thaci,VickreyCMP,20
1030303,who is aziz hashim,whom seeks aziz hashim,VickreyCMP,20
1030303,who is aziz hashim,also currently aziz thah,VickreyCMP,20
1030303,who is aziz hashim,businessmen calling abdallah hashim,VickreyCMP,20
1030303,who is aziz hashim,here which hakim byohrn,VickreyCMP,20
1030303,who is aziz hashim,supplied issue hakim saeed,VickreyCMP,20
1030303,who is aziz hashim,experienced example aziz abdul,VickreyCMP,20
1030303,who is aziz hashim,struggling means dihg iqbal,VickreyCMP,20
1030303,who is aziz hashim,who is aziz muhammed,VickreyCMP,20
1030303,who is aziz hashim,whom role shaukat hashim,VickreyCMP,20
1030303,who is aziz hashim,who known members hashim,VickreyCMP,20
1030303,who is aziz hashim,who it aziz hashim,VickreyCMP,20
1030303,who is aziz hashim,who seems aziz hashim,VickreyCMP,20
1030303,who is aziz hashim,whom considered aziz shihm,VickreyCMP,20
1030303,who is aziz hashim,always means kuhdz abas,VickreyCMP,20
1030303,who is aziz hashim,whom just aziz hashim,VickreyCMP,20
1030303,who is aziz hashim,previously is rashid hashim,VickreyCMP,20
1030303,who is aziz hashim,years which aziz shihm,VickreyCMP,20
1030303,who is aziz hashim,whom is tariq amla,VickreyCMP,20
1030303,who is aziz hashim,whom most aziz thaçi,VickreyCMP,20
1030303,who is aziz hashim,who is aziz raz,VickreyCMP,20
1030303,who is aziz hashim,who understands shaukat butt,VickreyCMP,20
1030303,who is aziz hashim,who is kuwait shaikh,VickreyCMP,20
1030303,who is aziz hashim,also is lieutenants thaci,VickreyCMP,20
1030303,who is aziz hashim,whom which shaukat afridi,VickreyCMP,20
1030303,who is aziz hashim,once now aziz hashim,VickreyCMP,20
1030303,who is aziz hashim,have means lodi hashim,VickreyCMP,20
1030303,who is aziz hashim,both link abdul thaci,VickreyCMP,20
1030303,who is aziz hashim,now because tariq thaci,VickreyCMP,20
1030303,who is aziz hashim,eight become removal tews,VickreyCMP,20
1030303,who is aziz hashim,taken it ahmed malik,VickreyCMP,20
1030303,who is aziz hashim,who making saleh hashim,VickreyCMP,20
1030303,who is aziz hashim,whom is aziz vahm,VickreyCMP,20
1030303,who is aziz hashim,"whom , gascony tyah",VickreyCMP,20
