id,text,obfuscatedText,mechanism,level
156493,do goldfish grow,effect goldfish increase,AEA,3
156493,do goldfish grow,effect goldfish change_magnitude,AEA,3
156493,do goldfish grow,effect goldfish change,AEA,3
156493,do goldfish grow,effect goldfish grow,AEA,3
156493,do goldfish grow,cause goldfish increase,AEA,3
156493,do goldfish grow,cause goldfish change_magnitude,AEA,3
156493,do goldfish grow,cause goldfish change,AEA,3
156493,do goldfish grow,cause goldfish grow,AEA,3
156493,do goldfish grow,carry_through goldfish increase,AEA,3
156493,do goldfish grow,carry_through goldfish change_magnitude,AEA,3
156493,do goldfish grow,carry_through goldfish change,AEA,3
156493,do goldfish grow,carry_through goldfish grow,AEA,3
156493,do goldfish grow,do goldfish increase,AEA,3
156493,do goldfish grow,do goldfish change_magnitude,AEA,3
156493,do goldfish grow,do goldfish change,AEA,3
156493,do goldfish grow,do goldfish grow,AEA,3
156493,do goldfish grow,complete goldfish increase,AEA,3
156493,do goldfish grow,complete goldfish change_magnitude,AEA,3
156493,do goldfish grow,complete goldfish change,AEA,3
156493,do goldfish grow,complete goldfish grow,AEA,3
156493,do goldfish grow,end goldfish increase,AEA,3
156493,do goldfish grow,end goldfish change_magnitude,AEA,3
156493,do goldfish grow,end goldfish change,AEA,3
156493,do goldfish grow,end goldfish grow,AEA,3
1110199,what is wifi vs bluetooth,what be wifi character b,AEA,3
1110199,what is wifi vs bluetooth,what be wifi written_symbol b,AEA,3
1110199,what is wifi vs bluetooth,what be wifi v b,AEA,3
1110199,what is wifi vs bluetooth,what be wifi letter b,AEA,3
1063750,why did the us volunterilay enter ww1,why effect the us v enter w,AEA,3
1063750,why did the us volunterilay enter ww1,why cause the us v enter w,AEA,3
1063750,why did the us volunterilay enter ww1,why carry_through the us v enter w,AEA,3
1063750,why did the us volunterilay enter ww1,why do the us v enter w,AEA,3
1063750,why did the us volunterilay enter ww1,why complete the us v enter w,AEA,3
1063750,why did the us volunterilay enter ww1,why end the us v enter w,AEA,3
130510,definition declaratory judgment,statement d judgment,AEA,3
130510,definition declaratory judgment,statement d content,AEA,3
130510,definition declaratory judgment,statement d belief,AEA,3
130510,definition declaratory judgment,statement d opinion,AEA,3
130510,definition declaratory judgment,explanation d judgment,AEA,3
130510,definition declaratory judgment,explanation d content,AEA,3
130510,definition declaratory judgment,explanation d belief,AEA,3
130510,definition declaratory judgment,explanation d opinion,AEA,3
130510,definition declaratory judgment,message d judgment,AEA,3
130510,definition declaratory judgment,message d content,AEA,3
130510,definition declaratory judgment,message d belief,AEA,3
130510,definition declaratory judgment,message d opinion,AEA,3
130510,definition declaratory judgment,definition d judgment,AEA,3
130510,definition declaratory judgment,definition d content,AEA,3
130510,definition declaratory judgment,definition d belief,AEA,3
130510,definition declaratory judgment,definition d opinion,AEA,3
489204,right pelvic pain causes,right p symptom cause,AEA,3
489204,right pelvic pain causes,right p symptom origin,AEA,3
489204,right pelvic pain causes,right p symptom beginning,AEA,3
489204,right pelvic pain causes,right p symptom happening,AEA,3
489204,right pelvic pain causes,right p pain cause,AEA,3
489204,right pelvic pain causes,right p pain origin,AEA,3
489204,right pelvic pain causes,right p pain beginning,AEA,3
489204,right pelvic pain causes,right p pain happening,AEA,3
489204,right pelvic pain causes,right p evidence cause,AEA,3
489204,right pelvic pain causes,right p evidence origin,AEA,3
489204,right pelvic pain causes,right p evidence beginning,AEA,3
489204,right pelvic pain causes,right p evidence happening,AEA,3
489204,right pelvic pain causes,right p information cause,AEA,3
489204,right pelvic pain causes,right p information origin,AEA,3
489204,right pelvic pain causes,right p information beginning,AEA,3
489204,right pelvic pain causes,right p information happening,AEA,3
573724,what are the social determinants of health,what be the social determinant of prosperity,AEA,3
573724,what are the social determinants of health,what be the social determinant of health,AEA,3
573724,what are the social determinants of health,what be the social determinant of good_fortune,AEA,3
573724,what are the social determinants of health,what be the social determinant of wellbeing,AEA,3
573724,what are the social determinants of health,what be the social cognition of prosperity,AEA,3
573724,what are the social determinants of health,what be the social cognition of health,AEA,3
573724,what are the social determinants of health,what be the social cognition of good_fortune,AEA,3
573724,what are the social determinants of health,what be the social cognition of wellbeing,AEA,3
