id,text,obfuscatedText,mechanism,epsilon
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1030303,who is aziz hashim,who is aziz hashim,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep euclid,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is k977-1 subsystems,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,whom is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1037496,who is rep scalise?,who is rep formulae,CusText,15
1037496,who is rep scalise?,who is rep subsystems,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who died nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killing nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who wounded nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1043135,who killed nicholas ii of russia,who killed nicholas ii of russia,CusText,15
1051399,who sings monk theme song,who sings monk theme song,CusText,15
