id,text,obfuscatedText,mechanism,level
1030303,who is aziz hashim,who be aziz h,AEA,3
1037496,who is rep scalise?,who be rep s ?,AEA,3
1043135,who killed nicholas ii of russia,who kill nicholas digit of russia,AEA,3
1043135,who killed nicholas ii of russia,who kill nicholas number of russia,AEA,3
1043135,who killed nicholas ii of russia,who kill nicholas integer of russia,AEA,3
1043135,who killed nicholas ii of russia,who kill nicholas two of russia,AEA,3
1051399,who sings monk theme song,who sing religious content auditory_communication,AEA,3
1051399,who sings monk theme song,who sing religious content song,AEA,3
1051399,who sings monk theme song,who sing religious content music,AEA,3
1051399,who sings monk theme song,who sing religious content musical_composition,AEA,3
1051399,who sings monk theme song,who sing religious idea auditory_communication,AEA,3
1051399,who sings monk theme song,who sing religious idea song,AEA,3
1051399,who sings monk theme song,who sing religious idea music,AEA,3
1051399,who sings monk theme song,who sing religious idea musical_composition,AEA,3
1051399,who sings monk theme song,who sing religious theme auditory_communication,AEA,3
1051399,who sings monk theme song,who sing religious theme song,AEA,3
1051399,who sings monk theme song,who sing religious theme music,AEA,3
1051399,who sings monk theme song,who sing religious theme musical_composition,AEA,3
1051399,who sings monk theme song,who sing religious cognition auditory_communication,AEA,3
1051399,who sings monk theme song,who sing religious cognition song,AEA,3
1051399,who sings monk theme song,who sing religious cognition music,AEA,3
1051399,who sings monk theme song,who sing religious cognition musical_composition,AEA,3
1051399,who sings monk theme song,who sing person content auditory_communication,AEA,3
1051399,who sings monk theme song,who sing person content song,AEA,3
1051399,who sings monk theme song,who sing person content music,AEA,3
1051399,who sings monk theme song,who sing person content musical_composition,AEA,3
1051399,who sings monk theme song,who sing person idea auditory_communication,AEA,3
1051399,who sings monk theme song,who sing person idea song,AEA,3
1051399,who sings monk theme song,who sing person idea music,AEA,3
1051399,who sings monk theme song,who sing person idea musical_composition,AEA,3
1051399,who sings monk theme song,who sing person theme auditory_communication,AEA,3
1051399,who sings monk theme song,who sing person theme song,AEA,3
1051399,who sings monk theme song,who sing person theme music,AEA,3
1051399,who sings monk theme song,who sing person theme musical_composition,AEA,3
1051399,who sings monk theme song,who sing person cognition auditory_communication,AEA,3
1051399,who sings monk theme song,who sing person cognition song,AEA,3
1051399,who sings monk theme song,who sing person cognition music,AEA,3
1051399,who sings monk theme song,who sing person cognition musical_composition,AEA,3
1051399,who sings monk theme song,who sing religious_person content auditory_communication,AEA,3
